id,dateid,timeid,trading_symbol,comp_sentiment
897,40,661,BTC,0.9984
898,40,721,BTC,0.9818
899,40,781,BTC,0.9682
900,40,841,BTC,0.9682
901,40,901,BTC,0.9682
902,40,961,BTC,0.9995
903,40,1021,BTC,-0.0784
904,40,1081,BTC,0.1153
905,40,1141,BTC,0.9081
906,40,1201,BTC,0.328
907,40,1261,BTC,0
908,40,1321,BTC,0.2586
909,40,1381,BTC,0.4879
910,40,361,BTC,0.9792
911,40,541,BTC,0.9732
912,41,121,BTC,-0.9682
913,41,181,BTC,0.4049
914,41,301,BTC,0.0136
915,41,361,BTC,0.9985
916,41,421,BTC,0.9818
917,25,601,BTC,0.9766
918,25,721,BTC,0.9818
919,25,781,BTC,0.7717
920,25,841,BTC,-0.8126
921,25,901,BTC,0.9682
922,25,961,BTC,0.9818
923,25,1021,BTC,0.6808
924,25,1141,BTC,0.8862
925,25,1201,BTC,0.9705
926,25,1261,BTC,-0.5859
927,25,1321,BTC,0.9986
928,25,121,BTC,-0.5994
929,25,361,BTC,0.984
930,25,481,BTC,0.984
931,26,1141,BTC,-0.1484
932,26,1201,BTC,-0.9993
933,26,1261,BTC,-0.7269
934,26,1321,BTC,-0.0643
935,26,1381,BTC,0.9468
936,26,121,BTC,-0.997
937,26,361,BTC,0.984
938,26,421,BTC,-0.9944
939,27,601,BTC,-0.6597
940,27,661,BTC,-0.9978
941,27,721,BTC,-0.016
942,27,781,BTC,-0.5574
943,27,841,BTC,-0.3362
944,27,901,BTC,0.0737
945,27,961,BTC,-0.0175
946,27,1021,BTC,-0.0144
947,27,1081,BTC,0.9834
948,27,1141,BTC,0.9771
949,27,1201,BTC,0.4062
950,27,1261,BTC,-0.7506
951,27,1381,BTC,0.4108
952,27,241,BTC,-0.015
953,27,301,BTC,-0.5574
954,27,481,BTC,-0.5267
955,27,541,BTC,-0.5859
956,28,601,BTC,0.0534
957,28,661,BTC,0.9726
958,28,721,BTC,0.6434
959,28,781,BTC,0.2559
960,28,841,BTC,0.4191
961,28,901,BTC,0.3034
962,28,961,BTC,0.3082
963,28,1021,BTC,0.9842
964,28,1081,BTC,-0.0439
965,28,1141,BTC,0
966,28,1201,BTC,0.3074
967,28,1261,BTC,0.4561
968,28,1321,BTC,0.3177
969,28,1381,BTC,0.4547
970,28,241,BTC,0.4397
971,28,301,BTC,0.8934
972,28,361,BTC,-0.5574
973,28,421,BTC,0.7906
974,28,481,BTC,0.5267
975,29,1,BTC,0.3721
976,29,601,BTC,-0.0008
977,29,661,BTC,0.4266
978,29,721,BTC,0.328
979,29,781,BTC,0.4266
980,29,841,BTC,0.328
981,29,901,BTC,0.0015
982,29,961,BTC,0.0015
983,29,1021,BTC,-0.0009
984,29,1081,BTC,-0.0008
985,29,1141,BTC,0.0017
986,29,61,BTC,0
987,29,1201,BTC,0.0015
988,29,1261,BTC,0.0078
989,29,1321,BTC,0.9985
990,29,1381,BTC,0.2268
991,29,121,BTC,-0.2064
992,29,181,BTC,0
993,29,241,BTC,0.997
994,29,301,BTC,0.0015
995,29,361,BTC,0.9325
996,29,421,BTC,0.0015
997,29,481,BTC,-0.0008
998,29,541,BTC,0.0015
999,30,1,BTC,-0.1998
1000,30,601,BTC,0.3433
1001,30,661,BTC,0.3115
1002,30,721,BTC,0.0675
1003,30,781,BTC,0.6249
1004,30,961,BTC,-0.0862
1005,30,1021,BTC,0.9882
1006,30,1081,BTC,-0.7906
1007,30,1141,BTC,-0.0212
1008,30,61,BTC,0.5719
1009,30,1261,BTC,0.3499
1010,30,121,BTC,0.9682
1011,30,241,BTC,-0.0007
1012,30,301,BTC,-0.0007
1013,30,361,BTC,-0.5574
1014,30,421,BTC,-0.5574
1015,31,601,BTC,-0.9993
1016,31,661,BTC,-0.4512
1017,31,721,BTC,0.0064
1018,31,781,BTC,-0.2726
1019,31,841,BTC,0.6124
1020,31,901,BTC,0.3246
1021,31,961,BTC,0.7906
1022,31,1021,BTC,-0.2407
1023,31,1081,BTC,-0.9993
1024,31,1141,BTC,0.4331
1025,31,61,BTC,0.997
1026,31,1201,BTC,-0.9325
1027,31,181,BTC,0.7906
1028,31,301,BTC,0.997
1029,31,541,BTC,0.5574
1030,32,601,BTC,-0.9968
1031,32,661,BTC,0.3688
1032,32,721,BTC,0.9712
1033,32,781,BTC,0.0113
1034,32,841,BTC,-0.9993
1035,32,901,BTC,0.9818
1036,32,961,BTC,0.0982
1037,32,1021,BTC,0.9682
1038,32,1081,BTC,-0.0481
1039,32,1141,BTC,-0.6705
1040,32,61,BTC,0.4108
1041,32,1201,BTC,0.5994
1042,32,1261,BTC,0.5267
1043,32,1321,BTC,0.2268
1044,32,241,BTC,0.4723
1045,32,361,BTC,-0.5574
1046,32,421,BTC,0.1131
1047,32,481,BTC,0.055
1048,32,541,BTC,0.6124
1049,33,1,BTC,0.2488
1050,33,61,BTC,-0.6808
1051,33,121,BTC,-0.5859
1052,33,181,BTC,-0.6705
1053,33,301,BTC,-0.9997
1054,33,361,BTC,-0.6705
1055,33,421,BTC,0.9477
1056,33,541,BTC,-0.3371
1057,35,721,BTC,0.5046
1058,35,781,BTC,-0.001
1059,35,841,BTC,0.9682
1060,35,901,BTC,0.4199
1061,35,961,BTC,0.9985
1062,35,1021,BTC,0.9985
1063,35,1081,BTC,0.2312
1064,35,1201,BTC,0.9628
1065,35,1261,BTC,0.997
1066,35,1321,BTC,0.0082
1067,35,1381,BTC,0.5994
1068,36,1,BTC,0.9325
1069,36,601,BTC,0.9682
1070,36,721,BTC,-0.0011
1071,36,781,BTC,0.743
1072,36,841,BTC,0.9781
1073,36,1201,BTC,0.8934
1074,36,1261,BTC,0.9682
1075,36,1321,BTC,0.7964
1076,36,1381,BTC,0.2047
1077,36,241,BTC,0.9001
1078,36,301,BTC,-0.765
1079,36,481,BTC,0.071
1080,36,541,BTC,-0.0339
1081,37,1,BTC,0.9325
1082,37,601,BTC,0.9985
1083,37,721,BTC,0.3876
1084,37,781,BTC,0.0086
1085,37,841,BTC,0.0377
1086,37,901,BTC,0.0448
1087,37,961,BTC,0.9957
1088,37,1021,BTC,0.4098
1089,37,1081,BTC,0.3873
1090,37,1141,BTC,0.9682
1091,37,1201,BTC,0.6369
1092,37,1261,BTC,0.9758
1093,37,1321,BTC,0.9758
1094,37,1381,BTC,0.7096
1095,37,121,BTC,0.997
1096,37,181,BTC,-0.8308
1097,37,241,BTC,0.9853
1098,37,361,BTC,0.6166
1099,37,541,BTC,0.9549
1100,38,601,BTC,0.9918
1101,38,661,BTC,0.9682
1102,38,721,BTC,0.7906
1103,38,841,BTC,0.4
1104,38,901,BTC,0.4178
1105,38,961,BTC,0.3873
1106,38,121,BTC,0.5719
1107,38,301,BTC,-0.0027
1108,38,481,BTC,-0.5423
1109,38,541,BTC,0.3669
1110,39,661,BTC,-0.2719
1111,39,721,BTC,0.9819
1112,39,781,BTC,0.9985
1113,39,841,BTC,0.4412
1114,39,901,BTC,0.999
1115,39,961,BTC,0.9985
1116,39,1021,BTC,0.999
1117,39,1081,BTC,0.3082
1118,39,1141,BTC,0.9682
1119,39,1201,BTC,0.9984
1120,39,1261,BTC,0.6486
1121,39,301,BTC,0.2273
1122,39,361,BTC,0.9719
1123,39,421,BTC,0.9823
1124,39,541,BTC,0.7506
1125,40,1,BTC,0.9826
1126,40,661,BTC,0.9984
1127,40,721,BTC,0.9818
1128,40,781,BTC,0.9682
1129,40,841,BTC,0.9682
1130,40,901,BTC,0.9682
1131,40,961,BTC,0.9995
1132,40,1021,BTC,-0.0784
1133,40,1081,BTC,0.1153
1134,40,1141,BTC,0.9081
1135,40,1201,BTC,0.328
1136,40,1261,BTC,0
1137,40,1321,BTC,0.2586
1138,40,1381,BTC,0.4879
1139,40,361,BTC,0.9792
1140,40,541,BTC,0.9732
1141,41,121,BTC,-0.9682
1142,41,181,BTC,0.4049
1143,41,301,BTC,0.0136
1144,41,361,BTC,0.9985
1145,41,421,BTC,0.9818
1146,25,601,BTC,0.9766
1147,25,721,BTC,0.9818
1148,25,781,BTC,0.7717
1149,25,841,BTC,-0.8126
1150,25,901,BTC,0.9682
1151,25,961,BTC,0.9818
1152,25,1021,BTC,0.6808
1153,25,1141,BTC,0.8862
1154,25,1201,BTC,0.9705
1155,25,1261,BTC,-0.5859
1156,25,1321,BTC,0.9986
1157,25,121,BTC,-0.5994
1158,25,361,BTC,0.984
1159,25,481,BTC,0.984
1160,26,1141,BTC,-0.1484
1161,26,1201,BTC,-0.9993
1162,26,1261,BTC,-0.7269
1163,26,1321,BTC,-0.0643
1164,26,1381,BTC,0.9468
1165,26,121,BTC,-0.997
1166,26,361,BTC,0.984
1167,26,421,BTC,-0.9944
1168,27,601,BTC,-0.6597
1169,27,661,BTC,-0.9978
1170,27,721,BTC,-0.016
1171,27,781,BTC,-0.5574
1172,27,841,BTC,-0.3362
1173,27,901,BTC,0.0737
1174,27,961,BTC,-0.0175
1175,27,1021,BTC,-0.0144
1176,27,1081,BTC,0.9834
1177,27,1141,BTC,0.9771
1178,27,1201,BTC,0.4062
1179,27,1261,BTC,-0.7506
1180,27,1381,BTC,0.4108
1181,27,241,BTC,-0.015
1182,27,301,BTC,-0.5574
1183,27,481,BTC,-0.5267
1184,27,541,BTC,-0.5859
1185,28,601,BTC,0.0534
1186,28,661,BTC,0.9726
1187,28,721,BTC,0.6434
1188,28,781,BTC,0.2559
1189,28,841,BTC,0.4191
1190,28,901,BTC,0.3034
1191,28,961,BTC,0.3082
1192,28,1021,BTC,0.9842
1193,28,1081,BTC,-0.0439
1194,28,1141,BTC,0
1195,28,1201,BTC,0.3074
1196,28,1261,BTC,0.4561
1197,28,1321,BTC,0.3177
1198,28,1381,BTC,0.4547
1199,28,241,BTC,0.4397
1200,28,301,BTC,0.8934
1201,28,361,BTC,-0.5574
1202,28,421,BTC,0.7906
1203,28,481,BTC,0.5267
1204,29,1,BTC,0.3721
1205,29,601,BTC,-0.0008
1206,29,661,BTC,0.4266
1207,29,721,BTC,0.328
1208,29,781,BTC,0.4266
1209,29,841,BTC,0.328
1210,29,901,BTC,0.0015
1211,29,961,BTC,0.0015
1212,29,1021,BTC,-0.0009
1213,29,1081,BTC,-0.0008
1214,29,1141,BTC,0.0017
1215,29,61,BTC,0
1216,29,1201,BTC,0.0015
1217,29,1261,BTC,0.0078
1218,29,1321,BTC,0.9985
1219,29,1381,BTC,0.2268
1220,29,121,BTC,-0.2064
1221,29,181,BTC,0
1222,29,241,BTC,0.997
1223,29,301,BTC,0.0015
1224,29,361,BTC,0.9325
1225,29,421,BTC,0.0015
1226,29,481,BTC,-0.0008
1227,29,541,BTC,0.0015
1228,30,1,BTC,-0.1998
1229,30,601,BTC,0.3433
1230,30,661,BTC,0.3115
1231,30,721,BTC,0.0675
1232,30,781,BTC,0.6249
1233,30,961,BTC,-0.0862
1234,30,1021,BTC,0.9882
1235,30,1081,BTC,-0.7906
1236,30,1141,BTC,-0.0212
1237,30,61,BTC,0.5719
1238,30,1261,BTC,0.3499
1239,30,121,BTC,0.9682
1240,30,241,BTC,-0.0007
1241,30,301,BTC,-0.0007
1242,30,361,BTC,-0.5574
1243,30,421,BTC,-0.5574
1244,31,601,BTC,-0.9993
1245,31,661,BTC,-0.4512
1246,31,721,BTC,0.0064
1247,31,781,BTC,-0.2726
1248,31,841,BTC,0.6124
1249,31,901,BTC,0.3246
1250,31,961,BTC,0.7906
1251,31,1021,BTC,-0.2407
1252,31,1081,BTC,-0.9993
1253,31,1141,BTC,0.4331
1254,31,61,BTC,0.997
1255,31,1201,BTC,-0.9325
1256,31,181,BTC,0.7906
1257,31,301,BTC,0.997
1258,31,541,BTC,0.5574
1259,32,601,BTC,-0.9968
1260,32,661,BTC,0.3688
1261,32,721,BTC,0.9712
1262,32,781,BTC,0.0113
1263,32,841,BTC,-0.9993
1264,32,901,BTC,0.9818
1265,32,961,BTC,0.0982
1266,32,1021,BTC,0.9682
1267,32,1081,BTC,-0.0481
1268,32,1141,BTC,-0.6705
1269,32,61,BTC,0.4108
1270,32,1201,BTC,0.5994
1271,32,1261,BTC,0.5267
1272,32,1321,BTC,0.2268
1273,32,241,BTC,0.4723
1274,32,361,BTC,-0.5574
1275,32,421,BTC,0.1131
1276,32,481,BTC,0.055
1277,32,541,BTC,0.6124
1278,33,1,BTC,0.2488
1279,33,61,BTC,-0.6808
1280,33,121,BTC,-0.5859
1281,33,181,BTC,-0.6705
1282,33,301,BTC,-0.9997
1283,33,361,BTC,-0.6705
1284,33,421,BTC,0.9477
1285,33,541,BTC,-0.3371
1286,35,721,BTC,0.5046
1287,35,781,BTC,-0.001
1288,35,841,BTC,0.9682
1289,35,901,BTC,0.4199
1290,35,961,BTC,0.9985
1291,35,1021,BTC,0.9985
1292,35,1081,BTC,0.2312
1293,35,1201,BTC,0.9628
1294,35,1261,BTC,0.997
1295,35,1321,BTC,0.0082
1296,35,1381,BTC,0.5994
1297,36,1,BTC,0.9325
1298,36,601,BTC,0.9682
1299,36,721,BTC,-0.0011
1300,36,781,BTC,0.743
1301,36,841,BTC,0.9781
1302,36,1201,BTC,0.8934
1303,36,1261,BTC,0.9682
1304,36,1321,BTC,0.7964
1305,36,1381,BTC,0.2047
1306,36,241,BTC,0.9001
1307,36,301,BTC,-0.765
1308,36,481,BTC,0.071
1309,36,541,BTC,-0.0339
1310,37,1,BTC,0.9325
1311,37,601,BTC,0.9985
1312,37,721,BTC,0.3876
1313,37,781,BTC,0.0086
1314,37,841,BTC,0.0377
1315,37,901,BTC,0.0448
1316,37,961,BTC,0.9957
1317,37,1021,BTC,0.4098
1318,37,1081,BTC,0.3873
1319,37,1141,BTC,0.9682
1320,37,1201,BTC,0.6369
1321,37,1261,BTC,0.9758
1322,37,1321,BTC,0.9758
1323,37,1381,BTC,0.7096
1324,37,121,BTC,0.997
1325,37,181,BTC,-0.8308
1326,37,241,BTC,0.9853
1327,37,361,BTC,0.6166
1328,37,541,BTC,0.9549
1329,38,601,BTC,0.9918
1330,38,661,BTC,0.9682
1331,38,721,BTC,0.7906
1332,38,841,BTC,0.4
1333,38,901,BTC,0.4178
1334,38,961,BTC,0.3873
1335,38,121,BTC,0.5719
1336,38,301,BTC,-0.0027
1337,38,481,BTC,-0.5423
1338,38,541,BTC,0.3669
1339,39,661,BTC,-0.2719
1340,39,721,BTC,0.9819
1341,39,781,BTC,0.9985
1342,39,841,BTC,0.4412
1343,39,901,BTC,0.999
1344,39,961,BTC,0.9985
1345,39,1021,BTC,0.999
1346,39,1081,BTC,0.3082
1347,39,1141,BTC,0.9682
1348,39,1201,BTC,0.9984
1349,39,1261,BTC,0.6486
1350,39,301,BTC,0.2273
1351,39,361,BTC,0.9719
1352,39,421,BTC,0.9823
1353,39,541,BTC,0.7506
1354,40,1,BTC,0.9826
1355,40,661,BTC,0.9984
1356,40,721,BTC,0.9818
1357,40,781,BTC,0.9818
1358,40,841,BTC,0.9818
1359,40,901,BTC,0.9995
1360,40,961,BTC,0.3087
1361,40,1021,BTC,0.1306
1362,40,1081,BTC,0.1153
1363,40,1141,BTC,0.1296
1364,40,1201,BTC,0.0303
1365,40,1261,BTC,0.0303
1366,40,1321,BTC,0.0303
1367,40,1381,BTC,0.2889
1368,40,361,BTC,0.9792
1369,40,541,BTC,0.9732
1370,41,1,BTC,0.4879
1371,41,601,BTC,0.743
1372,41,61,BTC,0.0164
1373,41,121,BTC,-0.0059
1374,41,181,BTC,-0.0059
1375,41,241,BTC,0.0136
1376,41,301,BTC,0.0303
1377,41,361,BTC,0.0303
1378,41,421,BTC,0.9985
1379,41,481,BTC,0.9818
1380,41,541,BTC,0.8934
1381,25,601,BTC,0.9766
1382,25,721,BTC,0.9818
1383,25,781,BTC,0.7717
1384,25,841,BTC,-0.8126
1385,25,901,BTC,0.9682
1386,25,961,BTC,0.9818
1387,25,1021,BTC,0.6808
1388,25,1141,BTC,0.8862
1389,25,1201,BTC,0.9705
1390,25,1261,BTC,-0.5859
1391,25,1321,BTC,0.9986
1392,25,121,BTC,-0.5994
1393,25,361,BTC,0.984
1394,25,481,BTC,0.984
1395,26,1141,BTC,-0.1484
1396,26,1201,BTC,-0.9993
1397,26,1261,BTC,-0.7269
1398,26,1321,BTC,-0.0643
1399,26,1381,BTC,0.9468
1400,26,121,BTC,-0.997
1401,26,361,BTC,0.984
1402,26,421,BTC,-0.9944
1403,27,601,BTC,-0.6597
1404,27,661,BTC,-0.9978
1405,27,721,BTC,-0.016
1406,27,781,BTC,-0.5574
1407,27,841,BTC,-0.3362
1408,27,901,BTC,0.0737
1409,27,961,BTC,-0.0175
1410,27,1021,BTC,-0.0144
1411,27,1081,BTC,0.9834
1412,27,1141,BTC,0.9771
1413,27,1201,BTC,0.4062
1414,27,1261,BTC,-0.7506
1415,27,1381,BTC,0.4108
1416,27,241,BTC,-0.015
1417,27,301,BTC,-0.5574
1418,27,481,BTC,-0.5267
1419,27,541,BTC,-0.5859
1420,28,601,BTC,0.0534
1421,28,661,BTC,0.9726
1422,28,721,BTC,0.6434
1423,28,781,BTC,0.2559
1424,28,841,BTC,0.4191
1425,28,901,BTC,0.3034
1426,28,961,BTC,0.3082
1427,28,1021,BTC,0.9842
1428,28,1081,BTC,-0.0439
1429,28,1141,BTC,0
1430,28,1201,BTC,0.3074
1431,28,1261,BTC,0.4561
1432,28,1321,BTC,0.3177
1433,28,1381,BTC,0.4547
1434,28,241,BTC,0.4397
1435,28,301,BTC,0.8934
1436,28,361,BTC,-0.5574
1437,28,421,BTC,0.7906
1438,28,481,BTC,0.5267
1439,29,1,BTC,0.3721
1440,29,601,BTC,-0.0008
1441,29,661,BTC,0.4266
1442,29,721,BTC,0.328
1443,29,781,BTC,0.4266
1444,29,841,BTC,0.328
1445,29,901,BTC,0.0015
1446,29,961,BTC,0.0015
1447,29,1021,BTC,-0.0009
1448,29,1081,BTC,-0.0008
1449,29,1141,BTC,0.0017
1450,29,61,BTC,0
1451,29,1201,BTC,0.0015
1452,29,1261,BTC,0.0078
1453,29,1321,BTC,0.9985
1454,29,1381,BTC,0.2268
1455,29,121,BTC,-0.2064
1456,29,181,BTC,0
1457,29,241,BTC,0.997
1458,29,301,BTC,0.0015
1459,29,361,BTC,0.9325
1460,29,421,BTC,0.0015
1461,29,481,BTC,-0.0008
1462,29,541,BTC,0.0015
1463,30,1,BTC,-0.1998
1464,30,601,BTC,0.3433
1465,30,661,BTC,0.3115
1466,30,721,BTC,0.0675
1467,30,781,BTC,0.6249
1468,30,961,BTC,-0.0862
1469,30,1021,BTC,0.9882
1470,30,1081,BTC,-0.7906
1471,30,1141,BTC,-0.0212
1472,30,61,BTC,0.5719
1473,30,1261,BTC,0.3499
1474,30,121,BTC,0.9682
1475,30,241,BTC,-0.0007
1476,30,301,BTC,-0.0007
1477,30,361,BTC,-0.5574
1478,30,421,BTC,-0.5574
1479,31,601,BTC,-0.9993
1480,31,661,BTC,-0.4512
1481,31,721,BTC,0.0064
1482,31,781,BTC,-0.2726
1483,31,841,BTC,0.6124
1484,31,901,BTC,0.3246
1485,31,961,BTC,0.7906
1486,31,1021,BTC,-0.2407
1487,31,1081,BTC,-0.9993
1488,31,1141,BTC,0.4331
1489,31,61,BTC,0.997
1490,31,1201,BTC,-0.9325
1491,31,181,BTC,0.7906
1492,31,301,BTC,0.997
1493,31,541,BTC,0.5574
1494,32,601,BTC,-0.9968
1495,32,661,BTC,0.3688
1496,32,721,BTC,0.9712
1497,32,781,BTC,0.0113
1498,32,841,BTC,-0.9993
1499,32,901,BTC,0.9818
1500,32,961,BTC,0.0982
1501,32,1021,BTC,0.9682
1502,32,1081,BTC,-0.0481
1503,32,1141,BTC,-0.6705
1504,32,61,BTC,0.4108
1505,32,1201,BTC,0.5994
1506,32,1261,BTC,0.5267
1507,32,1321,BTC,0.2268
1508,32,241,BTC,0.4723
1509,32,361,BTC,-0.5574
1510,32,421,BTC,0.1131
1511,32,481,BTC,0.055
1512,32,541,BTC,0.6124
1513,33,1,BTC,0.2488
1514,33,61,BTC,-0.6808
1515,33,121,BTC,-0.5859
1516,33,181,BTC,-0.6705
1517,33,301,BTC,-0.9997
1518,33,361,BTC,-0.6705
1519,33,421,BTC,0.9477
1520,33,541,BTC,-0.3371
1521,35,721,BTC,0.5046
1522,35,781,BTC,-0.001
1523,35,841,BTC,0.9682
1524,35,901,BTC,0.4199
1525,35,961,BTC,0.9985
1526,35,1021,BTC,0.9985
1527,35,1081,BTC,0.2312
1528,35,1201,BTC,0.9628
1529,35,1261,BTC,0.997
1530,35,1321,BTC,0.0082
1531,35,1381,BTC,0.5994
1532,36,1,BTC,0.9325
1533,36,601,BTC,0.9682
1534,36,721,BTC,-0.0011
1535,36,781,BTC,0.743
1536,36,841,BTC,0.9781
1537,36,1201,BTC,0.8934
1538,36,1261,BTC,0.9682
1539,36,1321,BTC,0.7964
1540,36,1381,BTC,0.2047
1541,36,241,BTC,0.9001
1542,36,301,BTC,-0.765
1543,36,481,BTC,0.071
1544,36,541,BTC,-0.0339
1545,37,1,BTC,0.9325
1546,37,601,BTC,0.9985
1547,37,721,BTC,0.3876
1548,37,781,BTC,0.0086
1549,37,841,BTC,0.0377
1550,37,901,BTC,0.0448
1551,37,961,BTC,0.9957
1552,37,1021,BTC,0.4098
1553,37,1081,BTC,0.3873
1554,37,1141,BTC,0.9682
1555,37,1201,BTC,0.6369
1556,37,1261,BTC,0.9758
1557,37,1321,BTC,0.9758
1558,37,1381,BTC,0.7096
1559,37,121,BTC,0.997
1560,37,181,BTC,-0.8308
1561,37,241,BTC,0.9853
1562,37,361,BTC,0.6166
1563,37,541,BTC,0.9549
1564,38,601,BTC,0.9918
1565,38,661,BTC,0.9682
1566,38,721,BTC,0.7906
1567,38,841,BTC,0.4
1568,38,901,BTC,0.4178
1569,38,961,BTC,0.3873
1570,38,121,BTC,0.5719
1571,38,301,BTC,-0.0027
1572,38,481,BTC,-0.5423
1573,38,541,BTC,0.3669
1574,39,661,BTC,-0.2719
1575,39,721,BTC,0.9819
1576,39,781,BTC,0.9985
1577,39,841,BTC,0.4412
1578,39,901,BTC,0.999
1579,39,961,BTC,0.9985
1580,39,1021,BTC,0.999
1581,39,1081,BTC,0.3082
1582,39,1141,BTC,0.9682
1583,39,1201,BTC,0.9984
1584,39,1261,BTC,0.6486
1585,39,301,BTC,0.2273
1586,39,361,BTC,0.9719
1587,39,421,BTC,0.9823
1588,39,541,BTC,0.7506
1589,40,1,BTC,0.9826
1590,40,661,BTC,0.9984
1591,40,721,BTC,0.9818
1592,40,781,BTC,0.9818
1593,40,841,BTC,0.9818
1594,40,901,BTC,0.9995
1595,40,961,BTC,0.3087
1596,40,1021,BTC,0.1306
1597,40,1081,BTC,0.1153
1598,40,1141,BTC,0.1296
1599,40,1201,BTC,0.0303
1600,40,1261,BTC,0.0303
1601,40,1321,BTC,0.0303
1602,40,1381,BTC,0.2889
1603,40,361,BTC,0.9792
1604,40,541,BTC,0.9732
1605,41,1,BTC,0.4879
1606,41,601,BTC,0.743
1607,41,61,BTC,0.0164
1608,41,121,BTC,-0.0059
1609,41,181,BTC,-0.0059
1610,41,241,BTC,0.0136
1611,41,301,BTC,0.0303
1612,41,361,BTC,0.0303
1613,41,421,BTC,0.9985
1614,41,481,BTC,0.9818
1615,41,541,BTC,0.8934
1616,25,601,BTC,0.9766
1617,25,721,BTC,0.9818
1618,25,781,BTC,0.7717
1619,25,841,BTC,-0.8126
1620,25,901,BTC,0.9682
1621,25,961,BTC,0.9818
1622,25,1021,BTC,0.6808
1623,25,1141,BTC,0.8862
1624,25,1201,BTC,0.9705
1625,25,1261,BTC,-0.5859
1626,25,1321,BTC,0.9986
1627,25,121,BTC,-0.5994
1628,25,361,BTC,0.984
1629,25,481,BTC,0.984
1630,26,1141,BTC,-0.1484
1631,26,1201,BTC,-0.9993
1632,26,1261,BTC,-0.7269
1633,26,1321,BTC,-0.0643
1634,26,1381,BTC,0.9468
1635,26,121,BTC,-0.997
1636,26,361,BTC,0.984
1637,26,421,BTC,-0.9944
1638,27,601,BTC,-0.6597
1639,27,661,BTC,-0.9978
1640,27,721,BTC,-0.016
1641,27,781,BTC,-0.5574
1642,27,841,BTC,-0.3362
1643,27,901,BTC,0.0737
1644,27,961,BTC,-0.0175
1645,27,1021,BTC,-0.0144
1646,27,1081,BTC,0.9834
1647,27,1141,BTC,0.9771
1648,27,1201,BTC,0.4062
1649,27,1261,BTC,-0.7506
1650,27,1381,BTC,0.4108
1651,27,241,BTC,-0.015
1652,27,301,BTC,-0.5574
1653,27,481,BTC,-0.5267
1654,27,541,BTC,-0.5859
1655,28,601,BTC,0.0534
1656,28,661,BTC,0.9726
1657,28,721,BTC,0.6434
1658,28,781,BTC,0.2559
1659,28,841,BTC,0.4191
1660,28,901,BTC,0.3034
1661,28,961,BTC,0.3082
1662,28,1021,BTC,0.9842
1663,28,1081,BTC,-0.0439
1664,28,1141,BTC,0
1665,28,1201,BTC,0.3074
1666,28,1261,BTC,0.4561
1667,28,1321,BTC,0.3177
1668,28,1381,BTC,0.4547
1669,28,241,BTC,0.4397
1670,28,301,BTC,0.8934
1671,28,361,BTC,-0.5574
1672,28,421,BTC,0.7906
1673,28,481,BTC,0.5267
1674,29,1,BTC,0.3721
1675,29,601,BTC,-0.0008
1676,29,661,BTC,0.4266
1677,29,721,BTC,0.328
1678,29,781,BTC,0.4266
1679,29,841,BTC,0.328
1680,29,901,BTC,0.0015
1681,29,961,BTC,0.0015
1682,29,1021,BTC,-0.0009
1683,29,1081,BTC,-0.0008
1684,29,1141,BTC,0.0017
1685,29,61,BTC,0
1686,29,1201,BTC,0.0015
1687,29,1261,BTC,0.0078
1688,29,1321,BTC,0.9985
1689,29,1381,BTC,0.2268
1690,29,121,BTC,-0.2064
1691,29,181,BTC,0
1692,29,241,BTC,0.997
1693,29,301,BTC,0.0015
1694,29,361,BTC,0.9325
1695,29,421,BTC,0.0015
1696,29,481,BTC,-0.0008
1697,29,541,BTC,0.0015
1698,30,1,BTC,-0.1998
1699,30,601,BTC,0.3433
1700,30,661,BTC,0.3115
1701,30,721,BTC,0.0675
1702,30,781,BTC,0.6249
1703,30,961,BTC,-0.0862
1704,30,1021,BTC,0.9882
1705,30,1081,BTC,-0.7906
1706,30,1141,BTC,-0.0212
1707,30,61,BTC,0.5719
1708,30,1261,BTC,0.3499
1709,30,121,BTC,0.9682
1710,30,241,BTC,-0.0007
1711,30,301,BTC,-0.0007
1712,30,361,BTC,-0.5574
1713,30,421,BTC,-0.5574
1714,31,601,BTC,-0.9993
1715,31,661,BTC,-0.4512
1716,31,721,BTC,0.0064
1717,31,781,BTC,-0.2726
1718,31,841,BTC,0.6124
1719,31,901,BTC,0.3246
1720,31,961,BTC,0.7906
1721,31,1021,BTC,-0.2407
1722,31,1081,BTC,-0.9993
1723,31,1141,BTC,0.4331
1724,31,61,BTC,0.997
1725,31,1201,BTC,-0.9325
1726,31,181,BTC,0.7906
1727,31,301,BTC,0.997
1728,31,541,BTC,0.5574
1729,32,601,BTC,-0.9968
1730,32,661,BTC,0.3688
1731,32,721,BTC,0.9712
1732,32,781,BTC,0.0113
1733,32,841,BTC,-0.9993
1734,32,901,BTC,0.9818
1735,32,961,BTC,0.0982
1736,32,1021,BTC,0.9682
1737,32,1081,BTC,-0.0481
1738,32,1141,BTC,-0.6705
1739,32,61,BTC,0.4108
1740,32,1201,BTC,0.5994
1741,32,1261,BTC,0.5267
1742,32,1321,BTC,0.2268
1743,32,241,BTC,0.4723
1744,32,361,BTC,-0.5574
1745,32,421,BTC,0.1131
1746,32,481,BTC,0.055
1747,32,541,BTC,0.6124
1748,33,1,BTC,0.2488
1749,33,61,BTC,-0.6808
1750,33,121,BTC,-0.5859
1751,33,181,BTC,-0.6705
