,Date,Close
0,2021-01-29 01:00:00,33906.57
1,2021-01-29 02:00:00,33969.2
2,2021-01-29 03:00:00,33733.58
3,2021-01-29 04:00:00,33062.82
4,2021-01-29 05:00:00,32980.32
5,2021-01-29 06:00:00,32483.74
6,2021-01-29 07:00:00,32266.35
7,2021-01-29 08:00:00,36240.24
8,2021-01-29 09:00:00,36877.16
9,2021-01-29 10:00:00,36617.23
10,2021-01-29 11:00:00,37025.32
11,2021-01-29 12:00:00,37840.07
12,2021-01-29 13:00:00,38250.03
13,2021-01-29 14:00:00,37058.49
14,2021-01-29 15:00:00,37129.4
15,2021-01-29 16:00:00,36039.18
16,2021-01-29 17:00:00,35741.23
17,2021-01-29 18:00:00,35202.46
18,2021-01-29 19:00:00,34318.57
19,2021-01-29 20:00:00,34574.61
20,2021-01-29 21:00:00,34635.53
21,2021-01-29 22:00:00,34485.98
22,2021-01-29 23:00:00,34252.2
23,2021-01-30 00:00:00,34250.1
24,2021-01-30 01:00:00,34123.05
25,2021-01-30 02:00:00,33862.51
26,2021-01-30 03:00:00,33273.36
27,2021-01-30 04:00:00,33503.13
28,2021-01-30 05:00:00,33503.72
29,2021-01-30 06:00:00,33809.79
30,2021-01-30 07:00:00,34046.8
31,2021-01-30 08:00:00,33887.5
32,2021-01-30 09:00:00,34253.18
33,2021-01-30 10:00:00,34299.82
34,2021-01-30 11:00:00,33660.4
35,2021-01-30 12:00:00,33751.77
36,2021-01-30 13:00:00,34237.69
37,2021-01-30 14:00:00,34234.73
38,2021-01-30 15:00:00,34210.2
39,2021-01-30 16:00:00,33956.7
40,2021-01-30 17:00:00,34253.67
41,2021-01-30 18:00:00,34340.0
42,2021-01-30 19:00:00,34286.5
43,2021-01-30 20:00:00,34154.63
44,2021-01-30 21:00:00,34675.53
45,2021-01-30 22:00:00,34526.13
46,2021-01-30 23:00:00,34262.88
47,2021-01-31 00:00:00,34066.84
48,2021-01-31 01:00:00,34194.0
49,2021-01-31 02:00:00,33750.0
50,2021-01-31 03:00:00,33930.21
51,2021-01-31 04:00:00,34034.31
52,2021-01-31 05:00:00,33756.39
53,2021-01-31 06:00:00,33655.86
54,2021-01-31 07:00:00,33607.98
55,2021-01-31 08:00:00,33596.72
56,2021-01-31 09:00:00,33301.7
57,2021-01-31 10:00:00,33653.68
58,2021-01-31 11:00:00,33563.23
59,2021-01-31 12:00:00,33974.05
60,2021-01-31 13:00:00,33692.92
61,2021-01-31 14:00:00,33330.71
62,2021-01-31 15:00:00,32862.66
63,2021-01-31 16:00:00,32891.86
64,2021-01-31 17:00:00,32302.31
65,2021-01-31 18:00:00,32450.3
66,2021-01-31 19:00:00,32808.8
67,2021-01-31 20:00:00,32853.73
68,2021-01-31 21:00:00,32560.73
69,2021-01-31 22:00:00,32974.1
70,2021-01-31 23:00:00,33092.98
71,2021-02-01 00:00:00,32546.27
72,2021-02-01 01:00:00,33430.29
73,2021-02-01 02:00:00,33649.73
74,2021-02-01 03:00:00,33573.97
75,2021-02-01 04:00:00,33558.25
76,2021-02-01 05:00:00,33755.4
77,2021-02-01 06:00:00,33518.89
78,2021-02-01 07:00:00,33803.97
79,2021-02-01 08:00:00,34477.31
80,2021-02-01 09:00:00,34354.47
81,2021-02-01 10:00:00,34163.28
82,2021-02-01 11:00:00,34183.33
83,2021-02-01 12:00:00,33770.23
84,2021-02-01 13:00:00,33702.25
85,2021-02-01 14:00:00,33532.81
86,2021-02-01 15:00:00,33160.17
87,2021-02-01 16:00:00,33460.83
88,2021-02-01 17:00:00,33978.31
89,2021-02-01 18:00:00,33731.52
90,2021-02-01 19:00:00,33838.13
91,2021-02-01 20:00:00,33831.55
92,2021-02-01 21:00:00,33658.67
93,2021-02-01 22:00:00,33539.39
94,2021-02-01 23:00:00,33526.37
95,2021-02-02 00:00:00,33763.07
96,2021-02-02 01:00:00,33744.71
97,2021-02-02 02:00:00,33646.0
98,2021-02-02 03:00:00,33550.32
99,2021-02-02 04:00:00,33876.37
100,2021-02-02 05:00:00,33992.83
101,2021-02-02 06:00:00,34295.01
102,2021-02-02 07:00:00,34223.38
103,2021-02-02 08:00:00,34663.87
104,2021-02-02 09:00:00,35334.04
105,2021-02-02 10:00:00,35160.24
106,2021-02-02 11:00:00,34720.15
107,2021-02-02 12:00:00,34779.91
108,2021-02-02 13:00:00,34844.73
109,2021-02-02 14:00:00,34793.99
110,2021-02-02 15:00:00,34708.47
111,2021-02-02 16:00:00,34964.52
112,2021-02-02 17:00:00,34851.47
113,2021-02-02 18:00:00,35264.21
114,2021-02-02 19:00:00,35762.03
115,2021-02-02 20:00:00,35786.51
116,2021-02-02 21:00:00,35653.07
117,2021-02-02 22:00:00,35572.36
118,2021-02-02 23:00:00,35466.24
119,2021-02-03 00:00:00,36135.01
120,2021-02-03 01:00:00,35879.27
121,2021-02-03 02:00:00,35889.37
122,2021-02-03 03:00:00,36403.47
123,2021-02-03 04:00:00,36628.85
124,2021-02-03 05:00:00,36460.12
125,2021-02-03 06:00:00,36535.9
126,2021-02-03 07:00:00,36297.57
127,2021-02-03 08:00:00,36010.09
128,2021-02-03 09:00:00,35851.19
129,2021-02-03 10:00:00,35985.27
130,2021-02-03 11:00:00,35969.41
131,2021-02-03 12:00:00,36178.86
132,2021-02-03 13:00:00,36537.42
133,2021-02-03 14:00:00,36548.6
134,2021-02-03 15:00:00,36850.0
135,2021-02-03 16:00:00,37146.67
136,2021-02-03 17:00:00,37176.86
137,2021-02-03 18:00:00,37114.14
138,2021-02-03 19:00:00,36788.89
139,2021-02-03 20:00:00,37039.88
140,2021-02-03 21:00:00,37256.97
141,2021-02-03 22:00:00,37276.31
142,2021-02-03 23:00:00,37618.87
143,2021-02-04 00:00:00,38063.15
144,2021-02-04 01:00:00,38147.35
145,2021-02-04 02:00:00,37896.36
146,2021-02-04 03:00:00,37498.78
147,2021-02-04 04:00:00,37678.39
148,2021-02-04 05:00:00,37578.23
149,2021-02-04 06:00:00,38076.43
150,2021-02-04 07:00:00,37843.4
151,2021-02-04 08:00:00,37338.19
152,2021-02-04 09:00:00,37509.22
153,2021-02-04 10:00:00,37611.63
154,2021-02-04 11:00:00,37321.75
155,2021-02-04 12:00:00,37618.69
156,2021-02-04 13:00:00,37587.58
157,2021-02-04 14:00:00,36795.15
158,2021-02-04 15:00:00,36564.23
159,2021-02-04 16:00:00,36929.36
160,2021-02-04 17:00:00,36884.34
161,2021-02-04 18:00:00,37141.96
162,2021-02-04 19:00:00,37467.18
163,2021-02-04 20:00:00,37613.31
164,2021-02-04 21:00:00,37643.0
165,2021-02-04 22:00:00,37240.0
166,2021-02-04 23:00:00,36936.66
167,2021-02-05 00:00:00,36993.25
168,2021-02-05 01:00:00,36632.38
169,2021-02-05 02:00:00,36958.28
170,2021-02-05 03:00:00,37366.02
171,2021-02-05 04:00:00,37266.78
172,2021-02-05 05:00:00,37065.97
173,2021-02-05 06:00:00,37375.52
174,2021-02-05 07:00:00,37653.98
175,2021-02-05 08:00:00,37705.27
176,2021-02-05 09:00:00,37251.07
177,2021-02-05 10:00:00,37395.91
178,2021-02-05 11:00:00,37691.32
179,2021-02-05 12:00:00,37850.36
180,2021-02-05 13:00:00,38272.32
181,2021-02-05 14:00:00,38095.02
182,2021-02-05 15:00:00,37960.76
183,2021-02-05 16:00:00,37809.55
184,2021-02-05 17:00:00,37894.61
185,2021-02-05 18:00:00,37406.23
186,2021-02-05 19:00:00,37608.92
187,2021-02-05 20:00:00,37740.39
188,2021-02-05 21:00:00,37819.67
189,2021-02-05 22:00:00,37784.12
190,2021-02-05 23:00:00,38290.24
191,2021-02-06 00:00:00,38740.92
192,2021-02-06 01:00:00,38806.45
193,2021-02-06 02:00:00,39382.1
194,2021-02-06 03:00:00,39384.74
195,2021-02-06 04:00:00,39179.56
196,2021-02-06 05:00:00,39014.73
197,2021-02-06 06:00:00,39267.47
198,2021-02-06 07:00:00,39359.12
199,2021-02-06 08:00:00,39425.02
200,2021-02-06 09:00:00,39887.91
201,2021-02-06 10:00:00,39998.63
202,2021-02-06 11:00:00,40199.99
203,2021-02-06 12:00:00,39902.49
204,2021-02-06 13:00:00,40130.47
205,2021-02-06 14:00:00,40268.44
206,2021-02-06 15:00:00,40864.73
207,2021-02-06 16:00:00,40608.76
208,2021-02-06 17:00:00,40197.01
209,2021-02-06 18:00:00,40276.41
210,2021-02-06 19:00:00,40179.42
211,2021-02-06 20:00:00,40087.4
212,2021-02-06 21:00:00,40028.19
213,2021-02-06 22:00:00,39992.77
214,2021-02-06 23:00:00,39186.94
215,2021-02-07 00:00:00,39564.17
216,2021-02-07 01:00:00,38627.36
217,2021-02-07 02:00:00,38747.31
218,2021-02-07 03:00:00,38841.46
219,2021-02-07 04:00:00,38312.99
220,2021-02-07 05:00:00,38511.0
221,2021-02-07 06:00:00,38531.35
222,2021-02-07 07:00:00,39030.0
223,2021-02-07 08:00:00,39496.96
224,2021-02-07 09:00:00,39513.92
225,2021-02-07 10:00:00,39331.42
226,2021-02-07 11:00:00,39046.6
227,2021-02-07 12:00:00,38820.87
228,2021-02-07 13:00:00,38629.26
229,2021-02-07 14:00:00,38214.98
230,2021-02-07 15:00:00,37921.11
231,2021-02-07 16:00:00,38185.72
232,2021-02-07 17:00:00,37870.62
233,2021-02-07 18:00:00,38239.1
234,2021-02-07 19:00:00,38050.0
235,2021-02-07 20:00:00,38471.95
236,2021-02-07 21:00:00,38530.33
237,2021-02-07 22:00:00,38797.02
238,2021-02-07 23:00:00,38795.69
239,2021-02-08 00:00:00,38725.4
240,2021-02-08 01:00:00,38521.72
241,2021-02-08 02:00:00,38249.0
242,2021-02-08 03:00:00,38076.06
243,2021-02-08 04:00:00,38584.7
244,2021-02-08 05:00:00,38677.47
245,2021-02-08 06:00:00,39012.69
246,2021-02-08 07:00:00,39269.95
247,2021-02-08 08:00:00,39175.38
248,2021-02-08 09:00:00,38954.27
249,2021-02-08 10:00:00,39418.71
250,2021-02-08 11:00:00,39423.08
251,2021-02-08 12:00:00,42984.07
252,2021-02-08 13:00:00,42897.12
253,2021-02-08 14:00:00,43558.73
254,2021-02-08 15:00:00,43716.32
255,2021-02-08 16:00:00,43170.24
256,2021-02-08 17:00:00,43079.07
257,2021-02-08 18:00:00,42673.49
258,2021-02-08 19:00:00,43051.95
259,2021-02-08 20:00:00,44151.07
260,2021-02-08 21:00:00,44632.41
261,2021-02-08 22:00:00,44682.76
262,2021-02-08 23:00:00,46374.87
263,2021-02-09 00:00:00,46768.22
264,2021-02-09 01:00:00,46158.97
265,2021-02-09 02:00:00,45707.38
266,2021-02-09 03:00:00,46599.51
267,2021-02-09 04:00:00,46837.57
268,2021-02-09 05:00:00,46850.12
269,2021-02-09 06:00:00,48111.18
270,2021-02-09 07:00:00,47505.4
271,2021-02-09 08:00:00,47109.51
272,2021-02-09 09:00:00,46401.3
273,2021-02-09 10:00:00,45641.77
274,2021-02-09 11:00:00,46380.92
275,2021-02-09 12:00:00,45300.17
276,2021-02-09 13:00:00,46285.14
277,2021-02-09 14:00:00,46624.44
278,2021-02-09 15:00:00,46773.63
279,2021-02-09 16:00:00,46470.85
280,2021-02-09 17:00:00,46483.67
281,2021-02-09 18:00:00,47012.77
282,2021-02-09 19:00:00,47060.18
283,2021-02-09 20:00:00,47084.17
284,2021-02-09 21:00:00,47231.03
285,2021-02-09 22:00:00,46839.01
286,2021-02-09 23:00:00,46420.42
287,2021-02-10 00:00:00,46517.64
288,2021-02-10 01:00:00,46259.97
289,2021-02-10 02:00:00,46276.51
290,2021-02-10 03:00:00,46221.07
291,2021-02-10 04:00:00,46020.4
292,2021-02-10 05:00:00,46131.99
293,2021-02-10 06:00:00,46510.25
294,2021-02-10 07:00:00,46563.69
295,2021-02-10 08:00:00,46668.89
296,2021-02-10 09:00:00,46550.0
297,2021-02-10 10:00:00,46630.17
298,2021-02-10 11:00:00,46586.56
299,2021-02-10 12:00:00,45652.34
300,2021-02-10 13:00:00,45626.32
301,2021-02-10 14:00:00,44954.12
302,2021-02-10 15:00:00,44353.04
303,2021-02-10 16:00:00,44746.66
304,2021-02-10 17:00:00,44963.31
305,2021-02-10 18:00:00,45088.17
306,2021-02-10 19:00:00,45190.05
307,2021-02-10 20:00:00,44555.59
308,2021-02-10 21:00:00,44999.09
309,2021-02-10 22:00:00,45199.99
310,2021-02-10 23:00:00,44807.58
311,2021-02-11 00:00:00,44250.0
312,2021-02-11 01:00:00,44180.86
313,2021-02-11 02:00:00,44582.07
314,2021-02-11 05:00:00,44641.72
315,2021-02-11 06:00:00,44559.99
316,2021-02-11 07:00:00,44700.01
317,2021-02-11 08:00:00,45017.02
318,2021-02-11 09:00:00,45500.98
319,2021-02-11 10:00:00,46279.8
320,2021-02-11 11:00:00,46061.49
321,2021-02-11 12:00:00,46516.39
322,2021-02-11 13:00:00,47555.46
323,2021-02-11 14:00:00,47864.81
324,2021-02-11 15:00:00,47960.85
325,2021-02-11 16:00:00,47590.53
326,2021-02-11 17:00:00,47366.42
327,2021-02-11 18:00:00,47653.14
328,2021-02-11 19:00:00,47754.03
329,2021-02-11 20:00:00,47027.49
330,2021-02-11 21:00:00,46884.84
331,2021-02-11 22:00:00,47712.94
332,2021-02-11 23:00:00,47969.51
333,2021-02-12 00:00:00,47990.0
334,2021-02-12 01:00:00,48477.5
335,2021-02-12 02:00:00,47935.66
336,2021-02-12 03:00:00,47587.31
337,2021-02-12 04:00:00,47271.55
